(19, 2, -18), (-11, 7, 1), (8, 3, 7), (-11, -3, -16), (3, -16, 12), (8, -7, -6), (-5, -12, 8), (17, 14, -15), (17, -19, -12), (12, 5, 13), (-15, 13, -1), (7, -4, 18), (1, 6, 8), (-11, 13, 6), (2, -7, 18), (-7, -6, 10), (-19, 18, -17), (-8, -4, 19), (-9, -8, -13), (-14, -12, -11), (15, -11, -3), (-14, 15, -1), (-9, -4, 1), (-2, -12, 5), (-14, -8, -6), (15, -10, -5), (14, 7, 4), (-10, -1, 8), (-2, 10, 17), (17, -18, 5), (9, -6, -5), (-4, -8, 11), (-13, 3, -18), (-11, 16, 10), (-9, -18, 1), (8, 14, 12), (14, -3, -6), (-10, -12, -4), (13, 16, -18), (-9, 17, -7), (3, -11, -2), (18, 17, 16), (-16, 11, 10), (5, 6, 11), (-7, -11, -2), (-4, 16, 9), (-3, -7, -4), (10, 5, 19), (4, -15, -7), (10, -2, -5), (-3, 16, -7), (-11, -7, 9), (18, -7, 10), (-8, -11, -18), (-11, 2, -14), (-9, -12, 11), (-2, 19, 10), (-1, -8, 13), (-7, -13, 18), (-18, 11, 4), (-3, -5, 14), (-18, -5, -9), (13, -8, 1), (-1, 19, 14), (10, 3, -12), (13, -8, -1), (12, 15, -4), (-13, 16, 4), (11, -13, -8), (-8, -12, 7), (6, -10, -9), (-19, -14, 10), (6, 16, 8), (-19, 2, -17), (-19, 6, -3), (-18, -2, -9), (16, 6, -4), (13, 8, -11), (16, 7, 18), (-11, -8, 10), (-10, -3, -8);{1: False, 2: False, 3: True, 4: False, 5: True, 6: True, 7: False, 8: False, 9: True, 10: True, 11: False, 12: False, 13: True, 14: True, 15: True, 16: True, 17: False, 18: False, 19: True}
(-4, -3, 9), (-10, -9, -17), (10, 19, 1), (-5, 16, -13), (18, -4, 2), (-3, -11, -1), (-19, 15, -1), (-7, 4, -6), (-16, 5, 10), (-4, 12, 13), (-9, -5, 10), (-9, 7, -10), (-17, -5, -7), (7, 12, 17), (15, 18, -14), (4, -8, -1), (-4, -3, 14), (16, 8, -17), (4, 10, -3), (-18, 5, -11), (10, -14, 16), (-18, -11, 1), (-16, -17, -3), (-7, -1, -16), (-10, -13, -19), (2, 5, 11), (-2, 3, -11), (-16, -18, 5), (12, -11, -8), (-11, -3, -13), (-8, -12, -4), (-16, 14, -9), (-19, 16, 2), (10, 17, 6), (2, 15, 19), (-15, -7, 17), (11, -3, -12), (11, 3, -6), (18, 2, 7), (-16, 14, 1), (10, -1, 9), (16, 14, -13), (1, 8, 14), (16, 11, -1), (-11, 12, 18), (-1, -14, 2), (13, 4, 5), (-19, -10, -17), (-12, -2, -3), (2, -10, -4), (11, 3, -19), (6, -8, -5), (-19, -5, -7), (-16, -13, -1), (-11, -12, 1), (14, 9, -4), (-13, -3, 6), (4, 14, -5), (3, -13, -9), (-9, 5, 6), (17, 9, 6), (-8, -13, 3), (16, 18, -3), (-3, -19, 15), (18, 17, -9), (-15, 16, 6), (9, 6, -18), (-6, -11, -17), (11, 19, -9), (-13, 9, 2), (-7, -9, 4), (9, -4, -14), (10, 9, -19), (7, 5, 16), (-8, 16, -6), (19, 2, 6), (-2, -19, -16), (4, -19, 12), (18, -1, 6), (13, -4, 5), (18, -1, 15);{1: False, 2: True, 3: False, 4: False, 5: False, 6: False, 7: True, 8: False, 9: False, 10: True, 11: False, 12: True, 13: True, 14: True, 15: True, 16: True, 17: True, 18: False, 19: False}
(1, 13, 16), (-14, -10, -3), (6, -13, -19), (-18, 5, -9), (4, -12, -6), (-1, -2, 14), (3, 10, -12), (-6, 7, -5), (-3, 19, 2), (-5, -3, 11), (2, 10, -7), (6, -8, -9), (-16, -13, -4), (18, 10, -19), (-11, -2, -15), (15, 13, -11), (14, -18, 17), (14, 5, -13), (-4, -5, -6), (-16, 6, -14), (1, -13, 4), (-19, 10, 12), (-3, -7, -10), (-16, -6, 10), (15, 2, -9), (16, -6, 2), (-9, 2, -18), (-7, 10, -9), (10, -3, -15), (8, -12, 2), (18, -12, 17), (14, -3, -13), (-16, -9, -11), (-17, -12, -18), (-6, -13, 10), (-8, 19, -3), (4, 10, 13), (-8, 12, -7), (-17, -4, -3), (-9, 1, 13), (18, 14, 6), (15, 12, 18), (14, -10, 5), (7, -9, 12), (-11, 18, -4), (-17, -10, -16), (-12, 10, 7), (15, 7, 2), (-17, -14, -7), (-3, -11, 15), (-11, 14, -9), (8, 6, 2), (-12, -2, 10), (4, 5, -19), (12, 18, 7), (5, 15, -6), (-9, -7, 15), (6, 3, -11), (-19, 10, -2), (-15, -17, 13), (4, -13, 16), (-5, 10, -17), (4, -2, 16), (13, 4, 5), (-16, 13, 6), (7, -18, -2), (15, -1, -3), (-12, 10, -13), (-18, 7, -10), (-7, -15, -10), (19, -15, -6), (18, 16, 17), (-9, 15, -10), (19, 14, 13), (5, 15, -8), (-10, -1, -8), (10, -4, -17), (3, 17, -16), (16, 5, -9), (-2, -5, 1), (6, -2, -8);{1: True, 2: True, 3: False, 4: True, 5: False, 6: False, 7: False, 8: False, 9: False, 10: True, 11: False, 12: True, 13: True, 14: True, 15: True, 16: False, 17: True, 18: False, 19: False}
(-13, -18, 9), (15, -5, 10), (1, -2, -13), (18, -8, -4), (15, -7, 3), (13, 2, -8), (14, -1, -8), (11, 3, -7), (-6, -19, 13), (9, -18, 10), (-15, 11, -18), (-4, -19, 8), (-16, -19, 18), (-1, -4, -18), (5, 1, -9), (10, -3, 6), (-18, -7, -14), (-2, 19, 15), (3, -5, -10), (-6, -11, 19), (11, 16, -7), (1, 6, 18), (-9, -5, -14), (14, 1, 15), (-19, -3, -6), (-10, 6, 17), (-19, 10, 4), (2, -10, 16), (-14, 2, 1), (-18, -2, -19), (15, 6, -18), (4, 14, -3), (-8, 11, 2), (-9, 8, 4), (-13, 1, -10), (19, -12, -14), (10, -9, 14), (-8, -3, 14), (8, -7, 2), (-3, -7, -11), (12, -14, -6), (-10, 8, 16), (-8, 10, 15), (-3, -11, -7), (1, -14, 17), (-17, -11, -4), (6, -18, -7), (-7, -9, 1), (5, -10, -14), (-4, -2, -11), (13, -19, -1), (2, 8, -7), (16, -17, -7), (15, 14, 12), (-16, -15, -3), (-17, 12, 11), (-9, -10, -8), (-7, 9, -17), (-7, -15, 8), (-3, -6, 18), (10, 17, -12), (7, 8, 4), (-16, 1, 12), (16, 1, -17), (-6, -11, 14), (10, 18, -15), (-6, -3, 12), (-10, -19, -18), (-6, 9, -5), (-2, 14, -7), (-19, -11, -13), (-18, -1, 12), (4, 11, 8), (3, 10, 14), (18, 13, -10), (7, -16, -15), (11, 5, 17), (-9, 1, -5), (19, -17, -7), (-9, -15, 18), (10, -8, 17);{1: True, 2: True, 3: True, 4: False, 5: True, 6: False, 7: False, 8: True, 9: False, 10: True, 11: False, 12: True, 13: True, 14: True, 15: True, 16: False, 17: True, 18: False, 19: True}
(-17, 14, -16), (-11, 15, 18), (14, 10, -5), (-18, -3, -10), (2, 10, -3), (-6, -15, -17), (-2, -10, 5), (8, 15, -17), (10, -14, -1), (15, 9, -6), (-4, -2, 3), (17, -15, 19), (-1, 8, 6), (-1, 14, 9), (-4, -3, 5), (-17, -1, -15), (17, 15, 3), (-3, -8, 7), (-12, 9, -6), (7, 4, -1), (4, -17, -14), (2, -12, 5), (-11, 6, -18), (15, 1, 17), (-12, 10, 18), (1, -9, -6), (15, 17, 11), (16, 5, -19), (-12, 14, 7), (5, -17, -15), (10, -6, 17), (-1, 8, -19), (-10, -7, -17), (-9, 16, 3), (-12, -13, 9), (3, -10, 16), (5, 12, 16), (-2, 5, -12), (15, -1, -19), (8, 11, -13), (-2, 14, -11), (16, 5, -3), (-5, -3, -10), (17, -11, 9), (-6, 13, -18), (17, -15, 8), (-12, -10, 11), (1, 4, -19), (10, 6, -15), (18, 16, -15), (-18, 4, -7), (-10, -9, -14), (-5, 7, -11), (-16, 9, -5), (-13, -6, -15), (1, -3, -14), (6, 5, 13), (18, 14, 13), (2, 6, -17), (9, -15, -4), (15, -8, 11), (-6, 15, 8), (-12, 6, -11), (18, 1, 3), (5, -17, 19), (9, 7, -14), (-19, 10, 11), (-8, 4, 19), (-18, -16, -1), (-5, 16, -3), (-11, 2, -12), (-6, -1, 8), (15, 11, -6), (-13, -14, -1), (9, -5, 12), (2, 14, 9), (-13, -19, -17), (-5, 13, 7), (16, -6, -18), (12, -10, -14), (-8, -3, 13);{1: False, 2: False, 3: False, 4: True, 5: False, 6: False, 7: False, 8: True, 9: True, 10: True, 11: False, 12: False, 13: True, 14: False, 15: True, 16: True, 17: False, 18: True, 19: True}
(-3, -2, -6), (-14, -2, 17), (15, -1, -17), (10, 17, -7), (-1, 19, 13), (-14, -12, 10), (-5, -11, 8), (16, 2, 9), (-10, -2, 9), (7, -8, 10), (16, 3, 4), (8, 13, -12), (14, 1, -9), (15, -5, 14), (-9, -15, 6), (-9, -14, 5), (13, 10, -5), (-19, -17, 4), (-10, -14, 1), (-1, -2, -6), (-10, -18, -6), (5, -6, -12), (-8, -14, 16), (-17, 14, 15), (-18, 13, 5), (-2, -14, 4), (5, -7, 13), (12, 3, 16), (-1, -9, 6), (14, -18, 3), (-1, 15, -18), (-17, -10, 9), (14, 10, -17), (-19, 18, -7), (9, -18, -19), (-4, 19, 14), (-14, 5, 16), (1, 14, 18), (-15, -19, -12), (19, 5, 3), (8, 2, 14), (-11, 12, 8), (-3, -6, 4), (-12, 16, -14), (-1, 4, 10), (-13, -7, -1), (13, -17, -5), (-11, 6, 16), (-9, -11, -10), (-17, -15, -14), (14, 2, 10), (-5, -6, 9), (-19, 9, -15), (-13, -9, 6), (6, -13, 4), (-6, 19, -11), (-9, 6, 17), (-5, -13, 12), (-12, 16, 6), (12, 13, -4), (7, -14, -9), (16, 2, 5), (-18, -4, -1), (2, -8, 14), (16, -17, 7), (-7, 11, 9), (-3, 18, 7), (14, -3, -4), (-13, -16, 7), (-13, 9, -16), (19, 15, 5), (18, 16, -8), (-18, 12, -7), (10, -19, -18), (-15, 4, 12), (-17, -3, -12), (-8, -10, 19), (3, 9, -7), (-13, -12, 3), (-19, -6, -8), (-6, -15, -16);{1: True, 2: False, 3: False, 4: True, 5: True, 6: False, 7: False, 8: True, 9: False, 10: True, 11: False, 12: True, 13: False, 14: True, 15: False, 16: True, 17: False, 18: False, 19: True}
(-3, -19, -11), (15, 7, -3), (-2, 19, 14), (11, -6, -14), (3, -7, -16), (-4, -6, -18), (17, -15, 1), (13, 18, 7), (18, 8, -6), (5, 3, 18), (16, 5, 10), (-14, 18, -13), (-13, 5, 18), (-18, 7, 19), (-1, 6, 11), (-19, 11, -7), (9, -6, -16), (-12, -1, 17), (-2, -19, 6), (-1, -9, -15), (1, -2, 11), (-12, 8, 18), (-10, -2, 17), (-2, -9, -11), (-19, 1, 4), (15, -17, -14), (14, 10, 5), (-4, -11, -12), (8, -7, -3), (-13, 12, -15), (-3, 1, 17), (-5, -19, -1), (18, 5, -8), (5, -7, -15), (4, -19, -12), (-16, 17, -7), (-18, -6, 8), (-14, 17, -16), (-16, -6, -10), (-11, 6, -8), (-4, -11, -19), (-5, -6, -12), (9, -3, -15), (-1, 5, -17), (-2, -3, 11), (3, -19, 9), (8, -7, 17), (3, 2, -14), (13, -9, -17), (-11, -16, 17), (-7, -8, 15), (7, -13, 19), (-15, 11, -14), (12, 4, -16), (11, 17, 18), (14, 2, 5), (-14, -6, 12), (-12, -9, 8), (-6, -2, -18), (-14, 15, 13), (16, -15, -18), (-7, 1, 18), (16, 2, -6), (7, -9, -11), (-19, 12, 17), (-3, -4, 16), (18, 2, -1), (-7, -5, 17), (-8, 19, -10), (-12, 14, -6), (-3, 7, 10), (-6, -7, -19), (5, 10, 4), (11, 16, 17), (15, 14, 17), (-19, 12, 5), (2, 13, 12), (16, 17, 10), (-16, 6, -14), (18, -15, -14), (-2, 12, -14);{1: False, 2: False, 3: False, 4: True, 5: True, 6: False, 7: True, 8: False, 9: False, 10: False, 11: False, 12: False, 13: True, 14: False, 15: False, 16: False, 17: True, 18: True, 19: False}
(12, 11, 10), (-6, -15, 11), (11, -16, 14), (17, -19, -8), (8, -17, 3), (-14, 16, 10), (-4, -1, 12), (4, -9, -7), (14, -4, 19), (7, 19, -17), (-2, 13, -12), (-15, -1, -7), (19, 12, -15), (19, 5, -13), (15, -6, -12), (-1, -10, 19), (13, 7, 6), (-2, 7, 13), (-1, 15, 19), (5, -19, -15), (6, -2, 18), (15, 11, -16), (10, 18, -8), (13, 9, -14), (-4, 18, 14), (-9, 4, -3), (-13, 18, -9), (8, 6, 18), (3, 15, 16), (11, 1, 13), (-2, 3, 8), (-13, 17, 5), (4, 16, -19), (18, 13, 6), (-13, 2, -4), (-15, 14, -1), (-13, -16, -6), (5, -17, -19), (-14, -2, 18), (19, -8, -17), (-10, 16, -17), (10, -14, 19), (3, 9, 17), (6, 17, -4), (8, -7, 4), (19, 17, 4), (-10, 16, 14), (9, 18, 10), (19, -14, -4), (-4, 1, -3), (9, 8, 14), (17, 5, 3), (-1, -12, 16), (-1, -6, -2), (1, 7, -12), (-7, -15, -5), (13, -11, 16), (-19, -8, -17), (14, -9, 10), (-6, -11, 19), (19, -17, -9), (-4, -17, -3), (-4, 14, 3), (-19, -8, 9), (-16, 17, 11), (9, 3, -4), (-3, -1, 17), (-6, 19, -2), (8, -4, -13), (-14, 5, 8), (13, 19, -15), (-14, 19, 17), (1, 4, 16), (19, 1, -12), (1, -11, 7), (-9, -13, 16), (-7, -18, 6), (2, -3, 19), (17, 16, 5), (-14, 11, 19), (-3, -2, 11);{1: False, 2: False, 3: False, 4: True, 5: True, 6: True, 7: True, 8: False, 9: True, 10: True, 11: True, 12: False, 13: False, 14: True, 15: False, 16: True, 17: False, 18: False, 19: True}
(-10, -19, -3), (-7, 10, -3), (7, 11, 3), (-12, 2, 17), (5, 14, 18), (6, -3, -11), (-14, 19, 6), (6, 15, -5), (11, 18, 12), (5, 2, 4), (17, 11, 8), (-9, -19, -6), (-15, -5, -3), (-7, -12, -1), (-15, 11, 5), (-8, -19, -17), (5, -8, 11), (-13, -19, -2), (15, -6, 18), (4, 18, 11), (-14, 2, -17), (9, -10, -5), (15, -7, 3), (3, -10, -13), (-9, 18, -13), (4, 2, 13), (18, -2, 11), (16, -1, 11), (9, 19, -7), (18, 1, -3), (14, 11, 13), (5, 12, 9), (-9, 18, -10), (9, 4, -3), (5, -2, 7), (-13, 16, 9), (-14, -18, 11), (16, -13, 10), (-18, 7, -17), (-16, 14, -2), (-13, -17, -11), (10, 11, 5), (7, -13, -8), (19, 1, 13), (-5, -19, -9), (-2, -12, 18), (13, 5, 17), (6, 16, 7), (13, -10, 2), (-17, 5, -3), (-9, -4, 15), (-11, -10, -8), (-10, -15, 4), (12, -14, -7), (3, 9, 18), (-12, 9, -10), (7, 15, 5), (7, 3, 9), (-1, 13, 6), (9, 10, -11), (-11, -7, -12), (6, 10, 15), (12, 9, 16), (4, -14, -11), (18, 13, 3), (-5, 18, -3), (-1, 11, 5), (1, -16, 4), (-3, -14, -2), (4, -19, 2), (14, -11, -1), (7, 4, -18), (-10, -15, 7), (7, -12, -3), (13, 14, 19), (9, 11, -17), (12, 18, 1), (2, -9, 4), (-11, 6, -5), (10, 14, 4), (-11, 9, 18);{1: False, 2: True, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False, 9: True, 10: False, 11: True, 12: False, 13: False, 14: False, 15: True, 16: False, 17: True, 18: True, 19: True}
(-3, 15, 14), (2, -11, -4), (5, -6, -10), (11, 15, -17), (-14, 16, -12), (-10, -12, -1), (12, 15, -4), (8, 9, -11), (-9, -1, -6), (7, -6, -1), (14, 9, 12), (-13, 5, -14), (-4, -15, -13), (5, 12, 1), (-17, 5, -9), (14, -6, 12), (19, 13, 8), (7, -6, -14), (19, -17, 12), (-1, -9, -8), (-15, -16, -8), (-4, -15, 3), (-15, -13, -7), (13, 3, -10), (19, -9, 17), (1, -4, 5), (3, 1, -7), (13, -6, -7), (-14, -18, 19), (-17, 5, 11), (9, -7, 11), (11, -9, -4), (-1, -13, -4), (-8, -18, -4), (-6, 3, -9), (-15, -3, -2), (6, 13, 1), (-8, 19, 5), (-10, 18, -11), (6, 12, -5), (-12, 14, 19), (-16, -6, 12), (12, -18, -13), (-6, 2, -13), (-4, 17, -11), (12, 14, -11), (-17, -16, 15), (-1, 2, 5), (-17, 5, 12), (-4, -13, 9), (19, 15, -11), (6, -8, 12), (14, -3, 6), (11, -4, 9), (13, -8, -1), (18, 1, -16), (-7, -3, -15), (3, -10, -5), (9, -10, -2), (-18, -19, 11), (15, 7, -4), (-6, -15, 4), (-15, 6, -7), (7, 6, -16), (-16, 6, 14), (-11, -2, -10), (12, 10, -13), (-18, 7, -9), (-4, -8, 14), (1, -19, -4), (18, 15, -4), (-17, -5, 11), (-12, 3, -14), (16, -2, -4), (-9, -17, 8), (-5, -10, -18), (13, -1, -17), (16, -9, -14), (-6, -7, 17), (-1, 14, -10), (-3, 7, 10);{1: False, 2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: True, 9: False, 10: False, 11: True, 12: True, 13: True, 14: False, 15: True, 16: False, 17: True, 18: True, 19: True}
